name,address,city,latitude,longitude,phone,website,rating,reviews_count,price_range,source
Marmara Istanbul Restaurant,Al Aziziya Street,Al Rayyan,25.2517949,51.4507164,,,,0,,openstreetmap
Hyderabad Palace Restaurant,Salwa Road,Al Rayyan,25.2410904,51.4568799,,,,0,,openstreetmap
Opéra,Al Aziziya Street,Al Rayyan,25.251151,51.4510549,,,,0,,openstreetmap
Al Jazeera Restaurant,Al Aziziya Street,Al Rayyan,25.2417567,51.4559794,,,,0,,openstreetmap
Al Usmani Cafeteria,Al Aziziya Street,Al Rayyan,25.249745,51.4515979,,,,0,,openstreetmap
Ariana Afghan Al Mandi,Al Aziziya Street,Al Rayyan,25.2490847,51.4519206,,,,0,,openstreetmap
Jordanian Mansaf House,Al Aziziya Street,Al Rayyan,25.2432671,51.455099,,,,0,,openstreetmap
Reem,Al Aziziya Street,Al Rayyan,25.2444034,51.454486,,,,0,,openstreetmap
Tandoor,Ammar Bin Yasser Street,Al Rayyan,25.245437,51.4540118,,,,0,,openstreetmap
BURSA İSTANBUL CENTRAL RESTAURANT,شارع العزيزية,Al Rayyan,25.2484721,51.4526855,+97455574645,,,0,,openstreetmap
Al Refaa Al Turkey Restaurant,Al Aziziya Street,Al Rayyan,25.2498899,51.4520985,,,,0,,openstreetmap
Bluedan Modern,Al Aziziya Street,Al Rayyan,25.2530375,51.4508002,,,,0,,openstreetmap
Al Waha Fast Food,Al Aziziya Street,Al Rayyan,25.2538433,51.4504598,,,,0,,openstreetmap
Gulf Tea,Al Aziziya Street,Al Rayyan,25.2544017,51.4502515,,,,0,,openstreetmap
دجاج كنتاكي,شارع 22 فبراير,Al Rayyan,25.3178558,51.4700769,,,,0,,openstreetmap
Nauras,,Al Rayyan,25.2714734,51.4818553,,,,0,,openstreetmap
Labbaik,,Al Rayyan,25.2714419,51.4817641,,,,0,,openstreetmap
Terminal,,Al Rayyan,25.2713667,51.4815992,,,,0,,openstreetmap
Levanese Village Restaurant,Salwa Road,Al Rayyan,25.2609225,51.4907812,,,,0,,openstreetmap
Shabab Al Mayyan,Al Ruwaidat Street,Al Rayyan,25.2722819,51.4092726,,,,0,,openstreetmap
Cafeteria Shaheen,Al Ruwaidat Street,Al Rayyan,25.273312,51.4136006,,,,0,,openstreetmap
iBurgar,,Al Rayyan,25.2542788,51.4305797,,,,0,,openstreetmap
فلى كفي,شارع العزيزية,Al Rayyan,25.24123,51.4571477,44440300,https://www.fillicafe.com/,,0,,openstreetmap
كافتيريا تشكن راشد قطر,شارع العزيزية,Al Rayyan,25.2543107,51.450288,44722441,,,0,,openstreetmap
Mooyah,,Al Rayyan,25.2677925,51.482024,,,,0,,openstreetmap
Bait Al Majbous,280,Al Rayyan,25.265716,51.4303191,+97444113301,,,0,,openstreetmap
MRA Restaurant,,Al Rayyan,25.1880232,51.4622895,,,,0,,openstreetmap
Starbucks,,Al Rayyan,25.1961597,51.508648,,,,0,,openstreetmap
NAFIZ AGA Restaurant WLL,Al Waab Street,Al Rayyan,25.2485613,51.4241487,+97470699799,https://www.nafizaga.com/,,0,,openstreetmap
Katsuya,,Al Rayyan,25.2570909,51.4416315,,,,0,,openstreetmap
Asha's,,Al Rayyan,25.2611355,51.4440393,+97444529663,,,0,,openstreetmap
FRAME Speciality Coffee,شارع العزيزية,Al Rayyan,25.255689,51.451676,+97450883838,,,0,,openstreetmap
💯Hundred Coffee,معيذر الجنوبية,Al Rayyan,25.2563582,51.4303277,+97466879068,,,0,,openstreetmap
Walters,شارع معيذر,Al Rayyan,25.2666797,51.415239,,,,0,,openstreetmap
وقت الشاي,,Al Rayyan,25.2633726,51.4302569,,,,0,,openstreetmap
SIP COFFEE,عثمان بن عفان,Al Rayyan,25.2554986,51.4517454,,,,0,,openstreetmap
LAPrincesse Coffee,المسحاط,Al Rayyan,25.3166204,51.4136234,,,,0,,openstreetmap
PINKY AND BRAIN,شارع الشافي,Al Rayyan,25.2976275,51.4200426,+97433350002,,,0,,openstreetmap
Tea Time,شارع الشافي,Al Rayyan,25.2978179,51.4201821,,,,0,,openstreetmap
Grams,شارع الوعب,Al Rayyan,25.2607432,51.44855,+97450002356,,,0,,openstreetmap
Housr,,Al Rayyan,25.2230283,51.4457551,,,,0,,openstreetmap
Bakala,,Al Rayyan,25.2242381,51.4503291,,,,0,,openstreetmap
Johnny Rockets,,Al Rayyan,25.3280516,51.4515512,,,,0,,openstreetmap
Papa Johns Pizza,,Al Rayyan,25.1952191,51.5004006,,,,0,,openstreetmap
هريس الوالدة,Salwa Road,Al Rayyan,25.2525616,51.479187,44440059,,,0,,openstreetmap
REPUBLIC Coffee Bar & Bakery,,Al Rayyan,25.286298,51.4246899,,,,0,,openstreetmap
Another Slider,الفروسية,Al Rayyan,25.2547609,51.4306829,0097444144102,,,0,,openstreetmap
Cheesecake Factory,,Al Rayyan,25.2585376,51.4423284,,,,0,,openstreetmap
Attila Mongoian Grill,,Al Rayyan,25.2606823,51.4432101,,,,0,,openstreetmap
PF Chang's,,Al Rayyan,25.2613728,51.444111,,,,0,,openstreetmap
Outback Steakhouse,,Al Rayyan,25.2616554,51.4438596,,,,0,,openstreetmap
Dave's Hot Chicken,,Al Rayyan,25.2602539,51.4433552,,https://www.daveshotchicken.com/,,0,,openstreetmap
Shake Shack,,Al Rayyan,25.2610094,51.4442853,,,,0,,openstreetmap
Glass House Restaurant,شارع بعيا,Al Rayyan,25.2685876,51.4383975,,,,0,,openstreetmap
Poori and Karak,Al Erbayyat,Al Rayyan,25.2386179,51.5064589,+97444111464,,,0,,openstreetmap
Deccan Deewan Kitchen,Al Rehab Street,Al Rayyan,25.2405154,51.4839633,,,,0,,openstreetmap
Wrap It,Fraiha,Al Rayyan,25.2402913,51.4968664,,,,0,,openstreetmap
Spice & Sizzle A Fine Dining Restaurant,,Al Rayyan,25.2642448,51.4962232,,,,0,,openstreetmap
Al Kookhe Al Africe,Al Muaither Street,Al Rayyan,25.2812359,51.4118584,,,,0,,openstreetmap
Souq Wakef Kitchen,Al Muaither Street,Al Rayyan,25.2760629,51.4141312,,,,0,,openstreetmap
Lamazini,Umm Al Dawm,Al Rayyan,25.2709358,51.4082732,,,,0,,openstreetmap
Zayhan Cafeteria,Al Madaress Street,Al Rayyan,25.2315013,51.4326203,,,,0,,openstreetmap
Ladurée,Al Amir,Al Rayyan,25.2712134,51.4915136,,,,0,,openstreetmap
The Fox,,Al Rayyan,25.1279241,51.3384156,,,,0,,openstreetmap
Coffee Beanery,,Al Rayyan,25.1281118,51.3373398,,,,0,,openstreetmap
Manhattan DFAC,,Al Rayyan,25.1251721,51.3183986,,,,0,,openstreetmap
Hot Grab 'N Go,,Al Rayyan,25.1349991,51.3188823,,,,0,,openstreetmap
قيمر و كاهي,شارع السدر,Al Rayyan,25.2502532,51.4707303,,,,0,,openstreetmap
Pearl DFAC,,Al Rayyan,25.1243935,51.3370161,,,,0,,openstreetmap
Uncle Lee Kitchen Al Dhannah,3J9H+GJ9 - Al Dhannah City - Abu Dhabi - United Arab Emirates,Al Ruwais,24.0726332,52.635163399999996,,,4.9,0,,google_places
Nells Restaurant,Al Dannah Traditional Souq - Shop G-12 - Al Ruwais Industrial City - Industrial City - Abu Dhabi - United Arab Emirates,Al Ruwais,24.0776568,52.6539067,,,4.1,0,,google_places
La Brioche Al Dhannah Mall - Al Ruwais,Al Dhannah City - Ruwais City - Abu Dhabi - United Arab Emirates,Al Ruwais,24.075984899999998,52.6720093,,,4.9,0,,google_places
Rise Shine Restaurant,"Al hosun food Court Center ,Al Ruwais City - مدينة الظنة - أبو ظبي - United Arab Emirates",Al Ruwais,24.091774899999997,52.6448849,,,4.5,0,,google_places
AL GHAWALI RESTAURANT مطعم الغوالي,السوق التراثي Traditional Souk - Al Ruwais Industrial City - Abu Dhabi - United Arab Emirates,Al Ruwais,24.0776991,52.653872199999995,,,4.7,0,,google_places
AlShabiyat Restaurant & Cuisine,Unnamed Road - Al Dhannah City - Abu Dhabi - United Arab Emirates,Al Ruwais,24.091198700000003,52.6476458,,,4.0,0,,google_places
Danat Bainuna Restaurant,"Adnoc Building, Behind 159 Building - Al Ruwais Area 4 - Al Dhannah City - Abu Dhabi - United Arab Emirates",Al Ruwais,24.068127099999998,52.655056699999996,,,3.8,0,,google_places
Jazzine Shalalath Restaurant and Grills مطعم ومشاوي شلالات جزين,oppposite al ansari exchange emirates east market - Baniyas Rd - near lulu express - Al Dhannah City - Abu Dhabi - United Arab Emirates,Al Ruwais,24.0872806,52.6539005,,,4.2,0,,google_places
Gulbahar Iranian food,Al Dhannah City Central Plaza Mall - Shop 12 - مدينة الظنة - أبو ظبي - United Arab Emirates,Al Ruwais,24.075557099999997,52.666388500000004,,,4.4,0,,google_places
Arak Cafe & Restaurant,ADNOC Beach Jetty - Al Dhannah City - Abu Dhabi - United Arab Emirates,Al Ruwais,24.1689749,52.6412151,,,4.6,0,,google_places
Udupi bhavan,Al Dhannah City - Abu Dhabi - United Arab Emirates,Al Ruwais,24.0779054,52.654913199999996,,,4.5,0,,google_places
Tamil Chat Restaurant Ruwais,Oppt Lulu Express - East Market - مدينة الظنة - أبو ظبي - United Arab Emirates,Al Ruwais,24.08743,52.6540227,,,4.0,0,,google_places
전주가든 루와이스(제벨 다나 달마 포트) JeonJoo Garden Korean Food at Ruwise in UAE,Adnoc beach - Al Dhannah City - Abu Dhabi - United Arab Emirates,Al Ruwais,24.1665015,52.639188499999996,,,4.8,0,,google_places
Low Calories - Al Ruwais,"Recreation Center, Food Court - Al Ruwais Industrial City - Abu Dhabi - United Arab Emirates",Al Ruwais,24.091677999999998,52.644960999999995,,,4.3,0,,google_places
Namu Korean Restaurant,Dhafra Beach Hotel - Al Dhannah City - Abu Dhabi - United Arab Emirates,Al Ruwais,24.162407899999998,52.644379799999996,,,4.1,0,,google_places
Pizza Hut | Al Ruwais Mall,طريق أبوظبي - الغويفات الدولي - Al Dhannah City - Ruwais City - Abu Dhabi - United Arab Emirates,Al Ruwais,24.0758659,52.6722101,,,4.6,0,,google_places
Evergreen Restaurant (Ruwais Branch),Al Dhannah City - Abu Dhabi - United Arab Emirates,Al Ruwais,24.0919378,52.6449059,,,4.0,0,,google_places
Handi Roti House Restaurant,3JRW+83Q - Al Dhannah City - Abu Dhabi - United Arab Emirates,Al Ruwais,24.091628999999998,52.644873,,,4.4,0,,google_places
"Al Dana Restaurant and Buffet, مطعم وبوفيه الدانة",Unnamed Road - 3JRR+4VW - مدينة الظنة - أبو ظبي - United Arab Emirates,Al Ruwais,24.0903663,52.64221190000001,,,4.3,0,,google_places
ALMEER TRADITIONAL FOODS,Al Dhannah City - Abu Dhabi - United Arab Emirates,Al Ruwais,24.0766696,52.681278299999995,,,4.7,0,,google_places
Al Khuzama Restaurant Shahaniya – مطعم الخزامة الشحانية,"Shahaniyah street, Ash Shahaniyah, Qatar",Al Shahaniya,25.3731026,51.230992199999996,,,4.9,0,,google_places
SHAHANIYA GARDEN,"Shahaniya Souq, الشحانية، Qatar",Al Shahaniya,25.3718865,51.2321314,,,4.2,0,,google_places
فطيرة وشاهي الشحانية,"96FJ+2RW, Ash-Shahaniyah, Qatar",Al Shahaniya,25.3725815,51.2320481,,,4.6,0,,google_places
WADI AL MADINAH RESTAURANT,"Al Sheehaniya St, Ash Shahaniyah, Qatar",Al Shahaniya,25.3733805,51.2314827,,,5.0,0,,google_places
Q DINE RESTAURANT مطعم كيو داين,"Next to hala hypermarket, الشحانية، Qatar",Al Shahaniya,25.375173999999998,51.2273335,,,3.9,0,,google_places
Al Shahaniya,"96FG+9VJ, Ash-Shahaniyah, Qatar",Al Shahaniya,25.3728223,51.2273626,,,4.5,0,,google_places
RAWAH RESTAURANT SHAHANIYA,"906، Ash Shahaniyah, Qatar",Al Shahaniya,25.371741,51.229524999999995,,,3.7,0,,google_places
mom's tea,"96FJ+G6Q Near shahina round about، Ash Shahaniyah, Qatar",Al Shahaniya,25.3730579,51.2311456,,,4.2,0,,google_places
مطعم شام كباب,"373 800الشحانية, 800، Ash Shahaniyah, Qatar",Al Shahaniya,25.3734966,51.2317842,,,4.4,0,,google_places
Afghan Restaurant,"طريق روضة راشد، الشحانية،،, الشحانية، Qatar",Al Shahaniya,25.3715913,51.232234299999995,,,4.1,0,,google_places
البيت الحوراني,"Street 909, Ash Shahaniyah, Qatar",Al Shahaniya,25.3736276,51.2267003,,,5.0,0,,google_places
Guest Restaurant মেহমান হোটেল,"Ash-Shahaniyah, Qatar",Al Shahaniya,25.3740471,51.2305023,,,5.0,0,,google_places
Al Manhil restaurant and juice stall,"96FJ+7R8, Ash-Shahaniyah, Qatar",Al Shahaniya,25.373150199999998,51.232067699999995,,,4.5,0,,google_places
Al Jawazi Restaurant,"Ash-Shahaniyah, Qatar",Al Shahaniya,25.3747016,51.228315599999995,,,4.2,0,,google_places
البيت الرومانسي الشيحانيه,"Ash-Shahaniyah, Qatar",Al Shahaniya,25.3724842,51.231489599999996,,,4.8,0,,google_places
Nafal outdoor fire pit restaurant,"87W5+7Q, Ash-Shahaniyah, Qatar",Al Shahaniya,25.3458807,51.2587091,,,5.0,0,,google_places
Zoufa Restaurant,"Al Shahaniya Al Samriya, Autograph Collection, الدوحة، Qatar",Al Shahaniya,25.346825199999998,51.2587725,,,4.5,0,,google_places
KFC | Shahaniya,"zone 80...building, 33 Street 905, Doha, Qatar",Al Shahaniya,25.372543,51.233560999999995,,,4.3,0,,google_places
Iskender Restaurant,,Al Shamal,26.1266921,51.20364,,,,0,,openstreetmap
Pampas,"Al Wakrah, Qatar",Al Wakrah,25.1755873,51.613058699999996,,,4.8,0,,google_places
Lalqila Restaurant _ Souq Al Wakra,"Al Wakrah, Qatar",Al Wakrah,25.171260399999998,51.609197699999996,,,4.4,0,,google_places
Al Fanar Restaurant,"سوق الوكرة القديم، منطقة 90 ، مبنى 55، شارع 312، Al Wakrah, Qatar",Al Wakrah,25.1692009,51.6102032,,,4.4,0,,google_places
Punjab Town Village Alwakra,"102, الوكرة، Qatar",Al Wakrah,25.1639596,51.607314099999996,,,4.7,0,,google_places
Al Rabwah Restaurant,"5JJ2+FR5, Al Wakra Rd, Al Wakrah, Qatar",Al Wakrah,25.181131099999998,51.602106000000006,,,4.2,0,,"google_places, openstreetmap"
Jarnen Mediterranean Seaside Restaurant Doha,"Al Wakrah Souq, Street 891 Al Loulou، Al Wakrah, Qatar",Al Wakrah,25.172700799999998,51.6111946,,,4.1,0,,google_places
Applebee’s Ezdan Mall (Al Wakra),"Ezdan Mall, Al Wakrah, Qatar",Al Wakrah,25.170637799999998,51.589081,,,4.8,0,,google_places
Zaman Al Khair Restaurant,"Al Wakra Main St, Al Wakrah, Qatar",Al Wakrah,25.1581819,51.6054934,,,4.4,0,,"google_places, openstreetmap"
Afghan Brothers Restaurant,"720 Shk. Abdulrahman Bin Jasim Al Thani St, Al Wakrah, Qatar",Al Wakrah,25.1528437,51.598622399999996,,,4.1,0,,"google_places, openstreetmap"
Gahwat Albaranda,"Al Wakrah, Qatar",Al Wakrah,25.1692915,51.6103095,,,4.2,0,,google_places
ZEEN AL ARAB FOR BBQ FISH AND SEA FOOD,"Al Wakrah, Qatar",Al Wakrah,25.1699649,51.609329599999995,,,4.8,0,,google_places
ALSEEB BBQ,"Wakra Fish Market, Al Wakrah, Qatar",Al Wakrah,25.1712702,51.6090952,,,4.6,0,,google_places
Al wakra Hospital Restaurant,"5H8Q+X7C, Al Wakrah, Qatar",Al Wakrah,25.167425299999998,51.588152799999996,,,4.7,0,,google_places
Danat Al Bahar Barbeque Fish,"Al, Wakra Fish Market, الوكرة، Qatar",Al Wakrah,25.1706677,51.6089616,,,4.5,0,,google_places
"Soofi Mandi, Souq Al Wakra","Doha, Qatar",Al Wakrah,25.173005200000002,51.608741699999996,,,4.6,0,,google_places
Marmaris Turkish Restaurant,"Al Wakrah, Qatar",Al Wakrah,25.1585324,51.599415699999994,,,4.0,0,,"google_places, openstreetmap"
Markhan Lounge at Souq Al Wakra Hotel Qatar by Tivoli,"Al Wakrah Souq, Street 891 Al Loulou، Al Wakrah, Qatar",Al Wakrah,25.1727734,51.611161800000005,,,4.5,0,,google_places
South Pearl Restaurant,لمتحف، الوكرة، Qatar,Al Wakrah,25.171104,51.6106473,,,3.1,0,,google_places
junior's Al Wakrah,"Zone 90 Street No. 720, Al Wakrah, Qatar",Al Wakrah,25.165839899999998,51.597372899999996,,,4.8,0,,google_places
Lifestyle,,Al Wakrah,25.2131263,51.5828926,,,,0,,openstreetmap
McDonal,,Al Wakrah,25.2137329,51.5826083,,,,0,,openstreetmap
Baba Chapa-Tea,شارع عبد الرحمن بن جاسم,Al Wakrah,25.1719291,51.5980437,,,,0,,openstreetmap
Pizza Hut,,Al Wakrah,25.1794297,51.6030762,,,,0,,openstreetmap
Hot Chicken,Al Wakra Road,Al Wakrah,25.179671,51.6029637,,,,0,,openstreetmap
ماكدونالدز,شارع عبد الرحمن بن جاسم,Al Wakrah,25.17166,51.5980587,,,,0,,openstreetmap
Papa John's,Al Wakra Main Street,Al Wakrah,25.1686968,51.6071236,,,,0,,openstreetmap
"Domino's Pizza, Wakra",شارع عبد الرحمن بن جاسم,Al Wakrah,25.1714286,51.5980448,,,,0,,openstreetmap
Costa,شارع الوكرة الرئيسي,Al Wakrah,25.1687973,51.6071138,,,,0,,openstreetmap
Lime Tree Restaurant,Barwa village,Al Wakrah,25.2121354,51.5774246,,,,0,,openstreetmap
Lulu Cafeteria,AL Wukair Street,Al Wakrah,25.1701116,51.5970175,,,,0,,openstreetmap
Food Court,,Al Wakrah,25.1709869,51.5981285,,,,0,,openstreetmap
Ghee Rice Restaurant,Abdul Rahman Bin Jasim Street,Al Wakrah,25.1709088,51.5981312,,,,0,,openstreetmap
Subway,شارع عبد الرحمن بن جاسم,Al Wakrah,25.1699308,51.5980814,,,,0,,openstreetmap
Kderala House,Abdul Rahman Bin Jasim Street,Al Wakrah,25.169327,51.5980684,,,,0,,openstreetmap
Chili's,Al Wakra Road,Al Wakrah,25.1860822,51.599505,,,,0,,openstreetmap
Salsabeel Cafeteria,Al Wakra Road,Al Wakrah,25.1830798,51.6012713,,,,0,,openstreetmap
Gulf Modern Restaurant,Al Wakra Road,Al Wakrah,25.1823955,51.6016317,,,,0,,openstreetmap
TCBY,Al Wakra Road,Al Wakrah,25.1793749,51.6031186,,,,0,,openstreetmap
Al-Tazaj Fatieh,Al Wakra Road,Al Wakrah,25.179302,51.6031511,,,,0,,openstreetmap
Hardee's,Al Wakra Road,Al Wakrah,25.179192,51.6032105,,,,0,,openstreetmap
KFC,Al Wakra Road,Al Wakrah,25.1785403,51.6035214,,,,0,,openstreetmap
Al Raed Al Bhukari Restaurant & Bakery,Al Wakra Road,Al Wakrah,25.1778661,51.6038869,,,,0,,openstreetmap
Burger King,Al Wakra Road,Al Wakrah,25.1780135,51.6038078,,,,0,,openstreetmap
Royal Palace,,Al Wakrah,25.1820841,51.6024304,,,,0,,openstreetmap
Gold Coast,Al Wakra Main Street,Al Wakrah,25.1659862,51.6076201,,,,0,,openstreetmap
Barbeque & Pattessery,Abdul Rahman Bin Jasim Street,Al Wakrah,25.1553217,51.5996886,,,,0,,openstreetmap
An Jappar,Abdul Rahman Bin Jasim Street,Al Wakrah,25.1547029,51.5995099,,,,0,,openstreetmap
Al Suwahal,Abdul Rahman Bin Jasim Street,Al Wakrah,25.1542105,51.599459,,,,0,,openstreetmap
South Food Centre,Abdul Rahman Bin Jasim Street,Al Wakrah,25.1535523,51.5993254,,,,0,,openstreetmap
Tanando Cafeteria,Abdul Rahman Bin Jasim Street,Al Wakrah,25.1519894,51.5989984,,,,0,,openstreetmap
Shrimp Corner Cafeteria,Abdul Rahman Bin Jasim Street,Al Wakrah,25.1519453,51.5989867,,,,0,,openstreetmap
Bin Tahimer Restaurant,شارع عبد الرحمن بن جاسم,Al Wakrah,25.1629396,51.5977258,,,,0,,openstreetmap
Food Hasser Restaurant,Abdul Rahman Bin Jasim Street,Al Wakrah,25.1577249,51.599227,,,,0,,openstreetmap
Star Restaurant,Abdul Rahman Bin Jasim Street,Al Wakrah,25.1537961,51.5988929,,,,0,,openstreetmap
Blue Sea Restaurant,Al Wakra Main Street,Al Wakrah,25.1665763,51.6081632,,,,0,,openstreetmap
Alkhayyam Cafe,Al Wakra Main Street,Al Wakrah,25.1652113,51.6081894,,,,0,,openstreetmap
Holeeb Heil,Al Wakra Main Street,Al Wakrah,25.1650712,51.6081718,,,,0,,openstreetmap
Spicy Island,Abdul Rahman Bin Jasim Street,Al Wakrah,25.1632309,51.5982414,,,,0,,openstreetmap
Alshawa Wallace Restaurant,Abdul Rahman Bin Jasim Street,Al Wakrah,25.1649096,51.5979906,,,,0,,openstreetmap
Kitchen,Al Aurouba,Al Wakrah,25.178121,51.6096161,,,,0,,openstreetmap
Baby Rose,Al Aurouba,Al Wakrah,25.1781332,51.609477,,,,0,,openstreetmap
مطعم وحلاق,,Al Wakrah,25.1498545,51.5982212,,,,0,,openstreetmap
Madam ke ghar ke kareeb,,Al Wakrah,25.1318325,51.5589052,,,,0,,openstreetmap
فيريفاي سبيشالتي كوفي,,Al Wakrah,25.177093,51.5678284,,,,0,,openstreetmap
فرش واي,وعب خليفة,Al Wakrah,24.9950715,51.5469632,,,,0,,openstreetmap
Hareem Al Sultan Kitchen,Al Wakra Hospital,Al Wakrah,25.1663873,51.5907464,,,,0,,openstreetmap
"KFC, Wakra",شارع عبد الرحمن بن جاسم,Al Wakrah,25.1710044,51.5973539,,,,0,,openstreetmap
Al Ghasham Cafe,,Al Wakrah,24.9446563,51.2566992,,,,0,,openstreetmap
"Wakra Salt and Pepper, Al Mashaf Branch","Street 212, zone 91 building 152, Grand Express Hypermarket, Near Al Mashaf Rd, الوكير، Qatar",Al Wukair,25.1762421,51.56731680000001,,,4.5,0,,google_places
Himalayan Spice Restaurant,"Ezdan Oasis, Land D, Al Wukair, Qatar",Al Wukair,25.1584732,51.522974100000006,,,4.9,0,,google_places
MUG SPOT RESTAURANT,"Al Wukair St, Al Wukair, Qatar",Al Wukair,25.1572642,51.5455372,,,5.0,0,,google_places
Oriental Restaurant WLL,"Ezdan Oasis, Al Wukair, Qatar",Al Wukair,25.15804,51.517635999999996,,,4.4,0,,google_places
Abdukkante Thattukada,"5G78+27X, Al Wukair, Qatar",Al Wukair,25.1621858,51.516508599999995,,,4.6,0,,google_places
Akshar Restaurant,"5H99+H6Q, Al Wukair, Qatar",Al Wukair,25.168816999999997,51.568016,,,4.6,0,,google_places
Madras Restaurant,"Ezdan Oasis,Land:D,Gate no:23, Building no:291,Shop no:6, Zone:91 street no:7048, الوكير، Qatar",Al Wukair,25.1603222,51.5230829,,,3.7,0,,google_places
Al Samaha Tasty Restaurant,"Ezdan oasis, 106 D 299, Al Wukair, Qatar",Al Wukair,25.1581832,51.522732,,,4.7,0,,google_places
Chaii Shaii Restaurant and Cafe Ezdan Oasis,"Ezdan Oasis, Al deema street, Al Wukair, Qatar",Al Wukair,25.162139099999997,51.515467699999995,,,4.6,0,,google_places
OASIS AL BALADI RESTAURANT,"Street 501،, Al Wukair, Qatar",Al Wukair,25.1608278,51.5184381,,,4.3,0,,google_places
Metropole La Goulette Restaurant & cafe,"Al Wukair, الدوحة، Qatar",Al Wukair,25.1606971,51.517764899999996,,,5.0,0,,google_places
AL WUKAIR,"5HG8+87G, Al Wukair, Qatar",Al Wukair,25.1758888,51.566343100000005,,,5.0,0,,google_places
New Dera Darbar Restaurant,"Ezdan Oasis C 222 Block, Al Wukair, Qatar",Al Wukair,25.1584316,51.5177956,,,4.5,0,,google_places
Pampas,"Al Wakrah, Qatar",Al Wukair,25.1755873,51.613058699999996,,,4.8,0,,google_places
Tawa and Grills Restaurant,"Al janoub gardens park 2, Al Wukair, Qatar",Al Wukair,25.1679967,51.5665848,,,4.0,0,,google_places
Swadesi Restaurant (Pure Veg),"Block 4, Building, 1 Janoub Gardens 1, Al Wukair, Qatar",Al Wukair,25.1701281,51.567046,,,4.4,0,,google_places
Q Tasty Restaurant,"Al Wukair, Qatar",Al Wukair,25.1707798,51.5682243,,,4.2,0,,google_places
Hot Burger Ezdan Oasis,"Shop# 6 A 13 Ezdan Oasis Al Wukair, Doha, Qatar",Al Wukair,25.1620588,51.516332999999996,,,4.2,0,,google_places
Amalia Restaurant & Cafe,"Amwaj Island, Building 353 Avenue 59, Amwaj Islands, Bahrain",Amwaj Islands,26.2931629,50.659335399999996,,,4.5,0,,google_places
Shrimp Pot Restaurant - Amwaj Islands,"Building 353 Avenue 59 Block 257 Amwaj Island, Bahrain",Amwaj Islands,26.2933314,50.6592099,,,4.4,0,,google_places
Black Angus Amwaj,"7MP8+WC4, Amwaj island, Bahrain",Amwaj Islands,26.28725,50.6660833,,,4.6,0,,google_places
Celluloid Resto Bar,Amwaj Lagoon Muharraq، Bahrain,Amwaj Islands,26.289818699999998,50.663421299999996,,,4.5,0,,google_places
Marina cafe,"59 Block 257 Building 351 Amwaj, Bahrain",Amwaj Islands,26.292932699999998,50.6595951,,,4.4,0,,google_places
Lanterns Gourmet Lounge,"Avenue 59, Amwaj Islands, Bahrain",Amwaj Islands,26.2867014,50.669247,,,4.1,0,,google_places
El Camino Mexican Food,"7MH6+CW2 Shop 9 - Building 876 - Road 5815 - Block 258 - Amwaj, Galali 257, Bahrain",Amwaj Islands,26.278390899999998,50.6622315,,,4.8,0,,google_places
Katana Torii Japanese Cuisine at Marina Amwaj,"Amwaj, Marina, Bahrain",Amwaj Islands,26.293510599999998,50.6587049,,,4.5,0,,google_places
Amwaj Lagoon Park,"Block 257, Bahrain",Amwaj Islands,26.289906799999997,50.664853900000004,,,4.1,0,,google_places
Fuddruckers,"Amwaj Drive Amwaj Islands, Shop 27 Road 5813, Bahrain",Amwaj Islands,26.279587799999998,50.662397,,,4.5,0,,google_places
"Hong Kong Chinese Restaurant, Amwaj","Building 353A, Avenue 59, Amwaj, Bahrain",Amwaj Islands,26.2934144,50.659025199999995,,,4.4,0,,google_places
Angham Beirut restaurant and cafe Amwaj,"Al Fanar Ave, Muharraq, Bahrain",Amwaj Islands,26.286140099999997,50.663160999999995,,,4.0,0,,google_places
Vintage Restaurant And Cafe 2nd floor,"7MQ7+5P7, Bahrain",Amwaj Islands,26.2879006,50.6642913,,,4.2,0,,google_places
Citrus - All Day Dining,"Building 1741, Road 5715, Block Amwaj 257, Manama, Bahrain",Amwaj Islands,26.2930289,50.663956,,,4.8,0,,google_places
Chili's,"unit # 42, 5813, Road No 620, Sitra, Bahrain",Amwaj Islands,26.2790556,50.6626981,,,4.9,0,,google_places
Ya Hala,Bldg 1741 Road 5715 Block 257 Amwaj Islands، Bahrain,Amwaj Islands,26.2928836,50.6637759,,,4.5,0,,google_places
"Route 66 Restaurant - Amwaj, Bahrain","Parking lot, 876 Rd 5815, Amwaj 258, Bahrain",Amwaj Islands,26.278102,50.662316,,,4.3,0,,google_places
WU Restaurant & Lounge,"Al Fanar Avenue, Building 2780 Rd 5722, Amwaj Islands, Bahrain",Amwaj Islands,26.2901508,50.6599176,,,4.0,0,,google_places
Lemon Amwaj,"Galali, Bahrain",Amwaj Islands,26.289937499999997,50.6646875,,,3.9,0,,google_places
Venice Restaurant,"7MQ7+529, Rd No 5717, Galali, Bahrain",Amwaj Islands,26.287918299999998,50.6626244,,,4.0,0,,google_places
Kudu,,Arar,30.985904,41.0263413,,,,0,,openstreetmap
مجموعة مطاعم ٢٤ ساعة,,Arar,30.953692,41.0365237,,,,0,,openstreetmap
مجموعة وجبات سريعة ٢٤ ساعة,,Arar,30.9546182,41.0354807,,,,0,,openstreetmap
4Cs,,Arar,30.9557917,41.0047798,,,,0,,openstreetmap
Burganic restaurant,,Arar,30.9557702,41.0046404,,,,0,,openstreetmap
